episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
54,39.24414423415146,38.44546044366951,38.1470487060901,8.759200929198345,0.0,-29.38784777689177,-0.49101200603863404,0.19260026845856046,4.370588953771005,-8.936911046228186,13.307499999999184,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.978499180231339,39.0,0.00019792618661593412,0.00019792618661593412,5.829621046017378,0.24623825440281316,1.216683104634285,30.0,0.00019792618661593412,0.00019792618661593412,2.2720452268918354,-0.15801129651566345
55,16.273677530032728,15.095014964490964,15.090011465831012,-3.1458303160616565,0.0,-18.23584178189267,-0.09237402549734952,0.08737052683906879,0.985877295209022,-10.856622704790675,11.84249999999966,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.985398035783033,39.0,0.000196407686276246,0.000196407686276246,6.709791672535432,0.24619782492518424,1.2667076528072356,30.0,0.000196407686276246,0.000196407686276246,1.835486074288686,-0.16699116478363674
56,30.307405032701354,5.571925932495176,5.798901366715665,-20.03488905609411,0.0,-25.83379042280979,0.0,0.2269754342187639,69.82212058924259,49.73477566070463,20.08734492853794,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,10.458251542058484,29.0,0.0001949008359527637,0.0001949008359527637,5.962439717917607,0.1942282473402364,1.2798426494002342,30.0,0.0001949008359527637,0.0001949008359527637,2.305926563342412,-0.17803194125493368
57,41.41008731296097,39.77874906973112,38.82014298839939,14.418556233045233,0.0,-24.40158675535416,-1.0844083690916397,0.12580228776052854,21.67238522449931,12.77238522449839,8.900000000000922,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.222910903749012,42.0,0.00019340554626593685,0.00019340554626593685,6.957149670237587,0.2697970067106542,1.4747918024659157,30.0,0.00019340554626593685,0.00019340554626593685,2.498499592145284,-0.195457657178243
58,15.399278290216898,15.353226880579737,13.85112515235765,5.633869760535649,0.0,-8.217255391821999,-1.7299347652216248,0.22783303699929752,19.554796786878,2.1459592176265154,17.408837569251506,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,11.237971057891846,50.0,0.00019192172852193978,0.00019192172852193978,6.668126292228699,0.31221897304058077,1.4884803270300229,30.0,0.0001919217285219398,0.0001919217285219398,2.3665615330139795,-0.1938364326953888
59,5.914274027894862,3.0074488745220362,2.437934318347576,-1.2697032966182198,0.0,-3.707637614965795,-0.7495474888007152,0.18003293263091294,0.7080860705636525,-17.049413929437065,17.75750000000072,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,10.278664205132461,41.0,0.00019044929470741072,0.00019044929470741072,6.683021743123124,0.29905823591564384,1.4717600410183271,30.0,0.00019044929470741072,0.00019044929470741072,2.299882338444392,-0.2638381818930308
60,-1.7329672026044136,-1.7358522916169654,-1.8301213666684228,-2.448349230675547,0.0,-0.6182278640071237,-0.08751600005166438,-0.0067530750000003295,0.6321302460810756,0.53713024608113,0.09499999999993847,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,11.772269112723214,42.0,0.000188988157484231,0.000188988157484231,7.382097164789836,0.29165798744985033,1.00528319850564,30.0,0.00018898815748423097,0.00018898815748423097,1.9646409690380096,-0.26543953120708463
61,10.904897379066824,9.703800501270251,8.456484971575035,17.981890229850016,0.0,9.525405258274985,-1.475141614814035,0.22782608511969196,20.679456545817658,10.959456545817279,9.720000000000397,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.50024117122997,44.0,0.00018753823018434463,0.00018753823018434463,7.228882226076993,0.312078368934718,0.9700720702608426,30.0,0.00018753823018434463,0.00018753823018434463,1.8543247878551483,-0.28909299075603484
62,-3.2312505536010576,-3.2510058692925936,-3.527140085505452,2.8636644467842696,0.0,6.390804532289722,-0.22655245438363636,-0.04958176182817568,0.9380360433515875,1.405536043349156,-0.4674999999975604,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.114406574340094,42.0,0.0001860994268046179,0.0001860994268046179,7.669772789591835,0.30210422937359127,1.4195594544212022,30.0,0.0001860994268046179,0.0001860994268046179,2.8291225572427114,-0.3214705467224121
63,24.93815250352271,24.910629600095564,24.778169779632606,17.163926920004954,8.673617379884035e-18,-7.614242859627674,-0.17756951046615654,0.04510969000000536,0.6664585042009605,-1.6590028157644188,2.3254613199653615,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,4.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,10.564243597862047,39.0,0.00018467166200173744,0.00018467166200173744,7.812577693890303,0.3147757065139319,1.2499375981589158,30.0,0.00018467166200173744,0.00018467166200173744,2.2633530855178834,-0.33628258605798084
64,-34.236849878357624,-34.3840915190235,-39.528696551783355,21.964456123220412,0.0,61.49315267500378,-5.251577412762231,0.10697237999999551,0.8612406703772706,3.8372078477179024,-2.9759671773406495,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.709273757161322,37.0,0.00018325485108714856,0.00018325485108714856,6.840414801159421,0.2241145393958217,1.2203721416493256,30.0,0.00018325485108714856,0.00018325485108714856,2.3268938223520914,-0.2929019252459208
65,29.282569267873143,28.986858595756715,29.162093479377162,9.345952668634636,0.0,-19.81614081074253,-0.03884978137955386,0.21408466500000134,16.832928577284704,5.437928577284065,11.395000000000614,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.596835511796018,47.0,0.00018184891002203166,0.00018184891002203166,7.2633296581024815,0.24722178005006,1.3175410131613414,30.0,0.00018184891002203166,0.00018184891002203166,2.651224305232366,-0.33354546626408893
66,17.871323609266256,16.061795121158255,16.253782298945836,4.860584565161235,0.0,-11.393197733784596,-0.03225915399715973,0.22424633178423717,33.154371572787355,13.451871572788669,19.702499999998686,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,9.96113019097935,44.0,0.00018045375541231749,0.00018045375541231749,7.143541130152616,0.24874895743348382,1.2550015578667322,30.0,0.00018045375541231749,0.00018045375541231749,2.2014859855175017,-0.3133294522762299
67,-78.9250965104402,-91.82894100296484,-99.16961255306316,-28.311876317907185,0.0,70.857736235156,-7.568574127701721,0.22790257760295068,35.121921569600204,35.92192156959959,-0.7999999999993967,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,9.651723033189773,40.0,0.00017906930450374052,0.00017906930450374052,7.007749211788178,0.24950070716440678,1.1432308529814084,30.0,0.00017906930450374052,0.00017906930450374052,2.199876113732656,-0.3213573892911275
68,-60.16523536570833,-60.18949973014973,-60.43410739194496,-19.302865774749687,0.0,41.13124161719529,-0.2742967517947861,0.02968909000000166,0.6002022963783702,1.5577022963775704,-0.9574999999991967,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,9.98666384892586,39.0,0.0001776954751769305,0.0001776954751769305,7.204264457409199,0.3061814848333597,1.3384427053232988,30.0,0.0001776954751769305,0.0001776954751769305,2.7445474207401275,-0.3768052101135254
69,11.169516777141325,11.169363055203641,10.64384825265785,4.151240930977957,-8.881784197001252e-16,-6.4926073216799,-0.6802499409467941,0.15473513840636646,13.948984651341434,0.12398465134173442,13.82499999999974,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.065571163011635,46.0,0.0001763321859425413,0.0001763321859425413,6.884467524030934,0.21759713975631673,1.137778559823831,30.0,0.0001763321859425413,0.0001763321859425413,2.5001448035240172,-0.3642526586850484
70,18.598997572857318,18.598512114299616,18.577050319298916,4.901801344914475,1.7763568394002505e-15,-13.675248974384449,0.0,-0.02146179500001183,0.608269642169418,-0.2203312410215683,0.8286008831909863,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.391374575786102,39.0,0.00017497935593641746,0.00017497935593641746,7.7275713468209295,0.3541199188483389,1.055121918519338,30.0,0.00017497935593641746,0.00017497935593641746,2.2161797106266024,-0.3580837140480677
71,0.8087839702346827,0.779809687587042,0.7620171732881672,-11.467077004039995,0.0,-12.229094177328161,-0.005866674300847308,-0.011925839999997984,0.6999300362653855,1.7021833816495986,-1.0022533453842166,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,9.429776324166191,36.0,0.00017363690491479776,0.00017363690491479776,7.220845997333527,0.282198345185154,0.8068727369109789,30.0,0.00017363690491479776,0.00017363690491479776,2.3513987243175505,-0.35570512811342875
72,-15.595860263179391,-15.677323886126482,-16.71508721060325,25.988266237972987,0.0,42.70335344857625,-1.0989293919794605,0.06116606750000001,0.030816702678720276,-2.85418329732151,2.88500000000019,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.895140969753266,40.0,0.00017230475324955523,0.00017230475324955523,7.703402602672577,0.22069833371788264,1.3024019678433736,30.0,0.00017230475324955523,0.00017230475324955523,2.610816168785095,-0.3854263921578725
73,-15.40001789014513,-15.418192001993772,-17.25359313747865,3.7361632364545665,0.0,20.98975637393321,-1.855567712984275,0.020166577499996147,0.7244895030549543,-1.348113936158326,2.072603439213282,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,9.829960248409174,39.0,0.0001709828219234744,0.0001709828219234744,7.758723662449763,0.22458326322957872,0.9637364223599434,30.0,0.0001709828219234744,0.0001709828219234744,2.6856060067812604,-0.3690710574388504
74,5.193787516407261,5.183073650917521,5.1900568059182,-3.3522853023555066,-1.7763568394002505e-15,-8.542342108273706,0.0,0.006983154999998665,0.1549219599596796,-1.0350780400404904,1.1900000000001896,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,8.953869274684362,35.0,0.00016967103252556393,0.00016967103252556393,7.78029579435076,0.20410865260397687,1.0587189118067424,30.0,0.00016967103252556393,0.00016967103252556393,2.914659257729848,-0.3409868240356445
75,-2.3381661733874353,-2.3425558310582693,-4.459360072154536,6.6984944533431205,0.0,11.157854525497658,-2.204508556725969,0.08770431563302532,6.486585593068526,-0.6625449170308357,7.14913051009937,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,9.867177177877988,34.0,0.00016836930724640594,0.00016836930724640594,7.684290675555959,0.21707765297854648,1.1463305910428365,30.0,0.00016836930724640594,0.00016836930724640594,2.4967012842496237,-0.38617903292179107
76,-15.67075477972503,-15.870513407570678,-19.623116557712855,5.787279508759179,0.0,25.41039606647204,-3.9759526304828867,0.22334948033740756,14.247024114930284,-4.469436517567383,18.71646063249764,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,8.504449893266727,39.0,0.00016707756887354052,0.00016707756887354052,6.983804213695037,0.276425639167428,1.1468835492928824,30.0,0.00016707756887354052,0.00016707756887354052,2.8369437317053476,-0.3618603706359863
77,12.879121716751746,12.873852466276727,12.852633193776018,-5.652425621553604,0.0,-18.505058815329622,0.0,-0.02121927249999468,0.0766671442827942,0.72589603077982,-0.6492288864970529,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,9.34203290939331,53.0,0.00016579574078688596,0.00016579574078688596,7.331664778151602,0.1574625441661248,1.1542683730522791,30.0,0.00016579574078688598,0.00016579574078688598,3.1517095386981966,-0.3860685169696808
78,12.821684681706174,12.705367919794291,12.710218234790997,1.0214655881165118,0.0,-11.688752646674486,0.0,0.004850314999997576,0.8390372896264324,3.4105243278986084,-2.571487038272142,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,2.0,0.0,2.0,9.829527165027375,47.0,0.00016452374695419386,0.00016452374695419386,7.576554176655222,0.22259422896119455,0.7692859860757987,30.0,0.00016452374695419386,0.00016452374695419386,2.0465826312700908,-0.35380384922027586
79,19.83991171398871,19.603073489863178,18.645650072625152,5.91917969925068,0.0,-12.726470373374468,-0.9142590472400798,-0.04316436999999854,0.6058440295294929,4.866602758860969,-4.260758729331465,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,10.789689685987389,46.0,0.00016326151192653943,0.00016326151192653943,8.416358077007791,0.27743938046952954,1.0552140206098557,30.0,0.00016326151192653943,0.00016326151192653943,2.407543828090032,-0.3894017477830251
80,-2.3277913745369005,-5.943542869279475,-6.160645447089889,8.35758841145237,0.0,14.518233858542263,-0.44608573143185026,0.22898315362114507,29.095129488760293,19.015129488758614,10.08000000000169,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,8.739803501077601,37.0,0.00016200896083384592,0.00016200896083384592,8.009966772955817,0.23946064793401295,1.199403166770935,30.0,0.00016200896083384592,0.00016200896083384592,2.847122768561045,-0.38318760792414347
81,-27.04149595757155,-31.820386932598247,-34.042773139412525,3.9123020987938273,0.0,37.95507523820635,-2.349127431812718,0.12674122500000842,27.52241780863001,21.860674680866317,5.661743127763684,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.396399996015761,45.0,0.00016076601938044396,0.00016076601938044396,8.631250513924492,-0.08848958365295244,1.2176904077331225,30.0,0.00016076601938044396,0.00016076601938044396,2.930547281106313,-0.42635881900787354
82,6.105734461378233,-20.093339078595797,-19.894564092172594,-18.692022080282108,0.0,1.2025420118904864,-0.030533116437368335,0.22930810285988912,74.48797380565973,51.18503056556089,23.302943240098845,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,8.567757844924927,38.0,0.0001595326138406645,0.0001595326138406645,8.045012411318327,-0.3354320471224032,0.9526984502871831,30.0,0.0001595326138406645,0.0001595326138406645,2.45546713868777,-0.4084299623966217
83,-4.965201681638064,-33.35621782184391,-33.14891620572984,-19.150879987920074,0.0,13.998036217809771,-0.01632070770409655,0.22362232381860495,69.57339926985965,53.283220754948594,16.29017851491104,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.929133230989629,44.0,0.00015830867105446586,0.00015830867105446586,7.348599970340729,-0.37250328673557803,1.22990733285745,30.0,0.00015830867105446586,0.00015830867105446586,3.4457261323928834,-0.4575999557971954
84,15.088672381254582,8.261873220679698,8.09061437121848,3.5063139808573407,0.0,-4.584300390361148,-0.397349004755597,0.2260901552954529,46.71438096296269,26.12814413726104,20.586236825701647,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,10.944918497748997,46.0,0.000157094118423094,0.000157094118423094,8.599073606988657,-0.1753453576694364,1.2112455457448958,30.0,0.000157094118423094,0.000157094118423094,3.0492243925730387,-0.48160290320714316
85,-22.660264105894385,-22.678884053846293,-22.83915924689369,7.2007360450478055,0.0,30.039895291941498,-0.33869650686801833,0.17842131382222562,19.459712319267894,1.3645493011214178,18.095163018146476,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,11.489931646515341,34.0,0.0001558888839047765,0.0001558888839047765,9.16694237204159,-0.15063722639837684,1.2000344306230546,30.0,0.0001558888839047765,0.0001558888839047765,2.839860955874125,-0.4711425383885702
86,47.05643222649346,47.0563787403078,45.68340069784903,2.2099383118233744,0.0,-43.47346238602565,-1.3792158624558226,0.006237819999999867,0.6243657497051913,-0.07313425029480136,0.6975000000000264,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.994872270311628,35.0,0.0001546928960104493,0.0001546928960104493,7.264283575330462,-0.17258497612441287,0.9849612414836884,30.0,0.0001546928960104493,0.0001546928960104493,2.8913775444030763,-0.48734981020291646
87,38.020894619709274,37.61516317644401,37.6640717155659,14.808416443614648,0.0,-22.855655271951232,-0.04204640587741437,0.09095494500000163,5.296067611442695,-6.369705199342172,11.66577281078489,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,8.366121004928242,44.0,0.00015350608379951624,0.00015350608379951624,7.645065513524142,-0.17739341526546262,1.0588016579548518,30.0,0.00015350608379951624,0.00015350608379951624,2.931601627667745,-0.5371534327665964
88,25.999284964999475,25.99794274265572,25.970084439507485,-6.156207718958951,0.0,-32.126292158466406,-0.0277583431456776,-9.99600000003353e-05,0.3204377361610966,-0.3663635276275278,0.6868012637886217,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.692219257354736,38.0,0.00015232837687564123,0.00015232837687564123,7.943261773962724,-0.2618948098664221,1.067434445520242,30.0,0.00015232837687564123,0.00015232837687564123,2.5695093075434365,-0.5662646730740865
89,23.546831518502586,23.39366325604292,23.00071151204333,9.882889777247664,-1.7763568394002505e-15,-13.117821734795676,-0.62059472802963,0.2276429840288342,13.921171709019717,3.9136717090178106,10.007500000001905,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,8.521537148952484,40.0,0.0001511597053825727,0.0001511597053825727,7.609162992238998,-0.22383101452142,0.9088878154754638,30.0,0.0001511597053825727,0.0001511597053825727,2.4706964155038196,-0.45221851269404095
90,7.2082679176019155,7.103051591186368,3.1325679304919407,10.600307866426222,0.0,7.467739935934285,-4.168698203126418,0.19821454242888212,22.786293379241485,-3.2437066207588465,26.03000000000032,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.72657275881086,35.0,0.00015,0.00015,7.43352723802839,-0.29002042435523534,1.3915841341018678,30.0,0.00015,0.00015,3.260286263624827,-0.5357075413068135
91,4.263712495494474,4.192318820431919,3.6573179331616603,-0.6180332959945938,0.0,-4.275351229156255,-0.47271426476882406,-0.06228662250000321,0.7118012434592913,2.6719594881388935,-1.9601582446795844,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.329551848498257,44.0,0.00014884919193944152,0.00014884919193944152,8.734352491118692,-0.3409792689437216,1.0903580312927563,30.0,0.00014884919193944152,0.00014884919193944152,2.706998674074809,-0.5024975856145223
92,-2.222026295703472,-20.15891238294133,-20.339185025476535,-17.506459190193276,0.0,2.8327258352832563,-0.3983343669242032,0.2180617243889178,59.4319610965499,42.35196109655119,17.079999999998705,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.357480904994867,39.0,0.00014770721294016467,0.00014770721294016467,7.915094925807073,-0.32084987508623225,1.186554344991843,30.0,0.00014770721294016467,0.00014770721294016467,3.3259304185708363,-0.48161361217498777
93,2.6934886953543176,2.6934565763596376,2.6995079198852077,-13.66293248042842,0.0,-16.362440400313627,-0.0005284664769220626,0.006579810000000248,0.5914151568240555,-0.056673622329800555,0.6480887791538334,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13990023136139,40.0,0.00014657399526513687,0.00014657399526513687,8.177386230230331,-0.27249551229178903,0.9778271446625392,30.0,0.00014657399526513687,0.00014657399526513687,2.9826897740364076,-0.5674016276995341
94,12.657803995298309,12.115343692575978,11.945700793422732,-3.9802700582779504,0.0,-15.92597085170068,-0.07569105165231349,-0.09395184750000145,0.014913141114902828,7.365190443717871,-7.350277302602966,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,10.60471871024684,38.0,0.00014544947169700768,0.00014544947169700768,8.860920397858871,-0.23060369844499387,0.8211112280686697,30.0,0.00014544947169700768,0.00014544947169700768,2.8123244245847068,-0.5837690552075704
95,-32.56307626019952,-33.05014318103253,-34.63451532460544,-0.20859899970945595,0.0,34.42591632489598,-1.517412636068208,-0.06695950750000157,0.15967019301379537,6.979017988463763,-6.819347795449951,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,8.907899053200431,46.0,0.00014433357553412176,0.00014433357553412176,8.774358122245125,-0.2778539711042591,0.9965216641624769,30.0,0.00014433357553412176,0.00014433357553412176,3.086612602074941,-0.5512766818205516
96,-26.095201034237107,-28.78578300941932,-42.24759116377881,27.88859952479167,0.0,70.13619068857048,-13.473773181859606,0.011965027500003264,4.697006446436561,-16.40299355356276,21.099999999999344,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,8.402091799841987,45.0,0.00014322624058656249,0.00014322624058656249,8.224682908587985,-0.33612431164668954,0.7853114277124404,30.0,0.00014322624058656249,0.00014322624058656249,2.505615746974945,-0.5706901311874389
97,29.677547997174262,29.675147703897185,27.051849069004852,1.6361140993372016,0.0,-25.41573496966764,-2.6281163948896733,0.004817760000000184,0.8099278801085177,0.48992788010847477,0.32000000000005,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,9.051054404332088,39.0,0.00014212740117222579,0.00014212740117222579,8.906012889666435,-0.36470599119600494,1.1105452338854471,30.0,0.00014212740117222579,0.00014212740117222579,3.3351816256841023,-0.5914778649806977
98,-3.295459390450138,-3.324445570911041,-3.614902744661632,3.540550399958266,0.0,7.155453144619899,-0.294583651250548,0.004126477500004451,0.1506741739902111,1.7025328326027276,-1.5518586586125236,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.541175550222396,40.0,0.00014103699211292427,0.00014103699211292427,8.62519392967224,-0.30339250192046163,0.9737825393676758,30.0,0.00014103699211292427,0.00014103699211292427,3.0239004453023273,-0.5899285833040874
99,37.68627671329705,37.66671473039644,36.39897995727629,5.302749726715447,0.0,-31.096230230560842,-1.243714433118086,-0.024020340000005944,1.6342277997933792,1.398641587419876,0.2355862123735084,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,8.44052594207054,43.0,0.0001399549487305211,0.0001399549487305211,8.89811758662379,-0.3841209579259157,0.8390874793132146,30.0,0.0001399549487305211,0.0001399549487305211,2.8643638491630554,-0.5479668219884236
